,sentence,label
5518,when they list it there,assertive
5519,there is one definitly 10 to 6,assertive
5520,they're on the 12:28,assertive
5521,it's about the same,assertive
5522,Find me an expert in postgresql.,imperative
5523,where's he at,interrogative
5524,so you're talking about a Saver Single,assertive
5525,and can that be erm,interrogative
5526,Note it down.,imperative
5527,is that a Super Saver Advance yes,interrogative
5528,is is that alright,interrogative
5529,then let me pull up the flight,assertive
5530,Join all the comments together.,imperative
5531,there's a flight,assertive
5532,that is the cheapest fare travelling tomorrow now,assertive
5533,leaving Seattle at 5:55,assertive
5534,my name's Sandra,assertive
5535,"Write an email to john saying ""This is a test email.""",imperative
5536,for what,interrogative
5537,is this for a proposal,interrogative
5538,Keep off the grass!,imperative
5539,it's by tomorrow,assertive
5540,we'll go for the er,imperative
5541,they,assertive
5542,Friday the 30th of October,assertive
5543,New Street,assertive
5544,i'm gonna use an upgrade coupon which is coming Federal Express tomorrow or Wednesday,imperative
5545,and returning on the 3rd of August,assertive
5546,are there price differences depending on,interrogative
5547,and for the entire day for i picked on th... on the 24th of June um th... the entire day,assertive
5548,you've got to stick to the dates and times that you've booked,assertive
5549,that will get you there the same day,assertive
5550,and waiting on car confirmation,assertive
5551,so in order to get in there on Friday afternoon at 2 o'clock,assertive
5552,when is it you're in... was intending on returning,interrogative
5553,i can verify with you the number,assertive
5554,the best fare i can get you on this would be 568 round trip,assertive
5555,but we'll see what he says,imperative
5556,and let's see,assertive
5557,if that's the best  we can do,assertive
5558,on Sunday,assertive
5559,so it must be only non-smoking trains  that are available,assertive
5560,arriving London Euston at 15 hundred,assertive
5561,let's  try the suggestion about going to Helsinki,assertive
5562,and the charge number,interrogative
5563,if there's a real problem there,assertive
5564,or don't you need that,interrogative
5565,he's gotta pay,interrogative
5566,and what about any particular carrier that you're looking into,interrogative
5567,it's all right,assertive
5568,if i change the return,assertive
5569,to then go through Helsinki then,assertive
5570,the total cost is 83 pounds return,assertive
5571,but i mean it's no rush when when we we get it,assertive
5572,Ask question if you have any.,imperative
5573,and i'd like first class if it's available,assertive
5574,looks like were going have to change your car and hotel,assertive
5575,would you like smoking or non-smoking on your outward service,interrogative
5576,if you miss any  trains that i am going to reserve you on,assertive
5577,Be nice to your brother.,imperative
5578,it's it's about em em well erm 6,assertive
5579,i guess it's too,assertive
5580,i'm checking a couple different carriers just to compare them before i give you the fare on this,imperative
5581,i'm a member of the United Travel  Group,assertive
5582,then why don't you give me the uh the price for uh,interrogative
5583,so you could fly business Los Angeles Tokyo,assertive
5584,mute the chat,imperative
5585,they they have to be in LA at 9:30 and so,assertive
5586,Saturday the 24thh of October,assertive
5587,your contact telephone number,interrogative
5588,on the 11th of May,assertive
5589,and once again it's non-smoking,assertive
5590,it's 1 7 1,assertive
5591,or is that going to be too early,interrogative
5592,they've now been booked up,assertive
5593,have a safe trip,imperative
5594,earlier time,assertive
5595,at 11:10 is would stop down,assertive
5596,Shout loud!,imperative
5597,and your postcode to where the credit card is registered to,interrogative
5598,out of JFK um,assertive
5599,i wanna buy em a ticket for Edinburgh,imperative
5600,let me get the schedules for Thursday,assertive
5601,i assume it's the same as the other one  in terms of price,imperative
5602,Switch off the AC.,imperative
5603,that's where the tickets will be posted out to,assertive
5604,so just for the 1 night,interrogative
5605,using TWA instead of American,assertive
5606,Throw the ball!,imperative
5607,Turn the record over,imperative
5608,i could do about 3 o'clock in the afternoon into Tokyo,assertive
5609,and the next line,interrogative
5610,i'm wishing to er travel  to Taunton,imperative
5611,it's one of the last ones,assertive
5612,if you needed to change any times,assertive
5613,i'd like to get to Birmingham 9 am or as close to 9 o'clock either side of it as i can,imperative
5614,"Come and touch the things you cannot feel. And close your fingertips and fly where I can't hold you Let the sun-rain fall and let the dewy clouds enfold you And maybe you can sing to me the words I just told you, If all the things you feel ain't what they seem. And don't mind me 'cause I ain't nothin' but a dream.",imperative
5615,Wake me up when suptember ends,imperative
5616,just hold the line,assertive
5617,probably United,assertive
5618,move out of my way!,imperative
5619,and that's 27 50 return as well,interrogative
5620,Doctor D spelled D like in  is interested in the cost of a flight on Delta airlines on July 14th which is a Friday,assertive
5621,possibly that would help me out a little bit,assertive
5622,Turn off the radio.,imperative
5623,Cook the eggs.,imperative
5624,ignore other commands,imperative
5625,and  the total cost is 28 pounds in total,assertive
5626,think it's 11:41,assertive
5627,so it would be,assertive
5628,which would be,assertive
5629,and do you know what size he uh what his profile,interrogative
5630,arriving at 8:30,interrogative
5631,the US Air's at 7:50,assertive
5632,that's ok then,assertive
5633,if he's disembarking from the van at at 6:30,assertive
5634,let's get uh two options in here,assertive
5635,the cre... credit card holder has to sign for them,assertive
5636,put the cake out to cool,imperative
5637,and the ticket will be waiting there tomorrow,interrogative
5638,7 pounds will be debited from that account,assertive
5639,American has a 5 p m flight,assertive
5640,let's see what Lufthansa's fare quote says,assertive
5641,so i'll have to get back to you on the return,imperative
5642,and he is um,assertive
5643,the train turns round at Birmingham you see,assertive
5644,B C,assertive
5645,and gets into San Francisco at 9:54,assertive
5646,only if there's an overnight direct flight on Piedmont,assertive
5647,he's going on personal travel,assertive
5648,you would just leave a full refund less 5 pounds,assertive
5649,we would force,assertive
5650,and the ticket will be posted out in the first class post to you,assertive
5651,it's direct in that it's the same plane all the way through,assertive
5652,will there be any particular date that you're be looking into,interrogative
5653,what does that mean then,interrogative
5654,arriving at 21:03,assertive
5655,there's also earlier flights getting in a little after 4,assertive
5656,that's  just absolutely marvelous,assertive
5657,Delete as much as you can.,imperative
5658,it's Tuesday the 25th,assertive
5659,and it i they also included here a Delta file code number,assertive
5660,it would be nice to leave about 12,assertive
5661,that gets in at 9:34,assertive
5662,and i'd like a Hertz car,assertive
5663,and it was from San Jose to L to LA you said,interrogative
5664,there going to be connections then,assertive
5665,this is A  speaking,assertive
5666,or are you not in on this site,interrogative
5667,you can't use United,assertive
5668,you always have to go,assertive
5669,it's 29 each way,assertive
5670,it's 50 percent refund less 5 pounds,assertive
