,sentence,label
7546,i seem to have a very slow computer here,assertive
7548,i have one fare,assertive
7549,and i'm just trying to see if i can verify it on another carrier,imperative
7550,one way fare would be 1567,assertive
7551,w... round trip,interrogative
7552,the round trip would be that times 2 plus 13 for taxes,assertive
7553,it looks like approximately right,assertive
7554,using TWA instead of American,assertive
7555,i get 1589,assertive
7556,a little bit higher,assertive
7557,it's it's in that ballpark,assertive
7558,15  57 times 2 plus 13,assertive
7559,there isn't any one carrier that flies all the way in there,assertive
7560,you need to connect somewhere like from TWA to Air France or Pan Am to Air France or something to get in to Baron,assertive
7561,and also you can't get business class all the way through,assertive
7562,but they fare it business class all the way,assertive
7563,you you you would get business class from the US to your European gateway city,assertive
7564,and then for the little hop to Baron,assertive
7565,you would probably be in Coach,assertive
7566,that helps,assertive
7574,i'm B with WWW,assertive
7575,and i'd like to make some travel arrangements,imperative
7576,and what day did you wish to travel,interrogative
7577,this is um May 12th,assertive
7580,and going where,interrogative
7581,going to Los Angeles,assertive
7582,there's an eight o'clock i believe United flight,assertive
7583,that's 8 a m,interrogative
7585,and returning on what day,interrogative
7587,and about what time,interrogative
7588,at 6 o'clock,assertive
7589,again on United here,interrogative
7591,we have you confirmed on United flight 1 1 0 3,assertive
7592,that's on the 12th of May,assertive
7593,out of San Francisco at 8 a m,assertive
7594,into Los Angeles at 9:19 a m,assertive
7595,returning on the same day on United flight 1 0 4 4,assertive
7596,leaving Los Angeles at 6 p m,assertive
7597,and getting into San Francisco at 7:13 p m,assertive
7598,and the  fare on this is a 198 dollars,assertive
7599,what happened to the 78 dollar fares or those sort of things,imperative
7600,those you need to stay over a Saturday night for,assertive
7601,can't do that,assertive
7602,or,assertive
7612,i have a question,assertive
7613,on the return flight on the Sunday,assertive
7614,if the 6:20 flight was available,imperative
7615,let me take a look,assertive
7616,6:20 on Sunday the 25th,imperative
7618,it still shows available if you want to book it,assertive
7619,i assume it's the same as the other one  in terms of price,imperative
7620,same um same class of service is available,assertive
7621,let me  go ahead and take care of it and get seat assignments,assertive
7622,let me see what we have um seating-wise,assertive
7623,it's flight 6 4 0,assertive
7624,leaving Chicago on the 25th at 6:20,interrogative
7625,arrival Salt Lake at 8:21,interrogative
7626,and then connecting to Delta 3:25,interrogative
7627,departing 9:34 from Salt Lake,assertive
7628,arrival San Fran at 10:25,interrogative
7630,10:25,interrogative
7637,this is A with American Express Travel,assertive
7638,i spoke to you about 20 minutes ago about uh Japan around the world,assertive
7640,can you tell me what it costs for Business Class fo... for uh round trip,interrogative
7641,Japan versus Business Class uh  around the world's flight,interrogative
7642,i don't know if they offer,assertive
7643,i don't think they offer a Business uh Class around the world,assertive
7644,it has to be economy,assertive
7645,i found out um restrictions also,assertive
7646,as far as you're inquiring about penalties and stuff,assertive
7647,San Francisco Tokyo uh fare quote for business round trip would be 2114,assertive
7648,and again the coach was 1714,assertive
7649,and then for the 2099 that was economy,assertive
7650,but there it is also offered for business,assertive
7651,and first class the business around the world fare would be 2999,assertive
7652,and first class 3999,assertive
7653,and that's again the same of of applications of four stop overs uh for minimum maximum of 15,assertive
7654,and the purchase restrictions were 21 days in advance,assertive
7655,cancellation within uh or longer then 21 days prior to the departure,assertive
7656,you get a full refund within 21 days of the flight,assertive
7657,it's 25 percent penalty um attached to all all of those fares economy business and first,assertive
7658,and if um bu... in case of illness or death or anything like that,assertive
7659,it is uh waivable the 25 percent,assertive
7660,but that even  applies to these Apex and stuff,interrogative
7662,it applies to any type of fare,assertive
7663,thanks for that information,assertive
7664,i  don't think    i'd be interested in the business class,assertive
7665,it costs more than i thought,assertive
7666,but the guy i'm going with will be flying business and i'll be sitting in the  back of the plane   with the cheaper cheap fare,imperative
7667,there you go,assertive
7668,th... thanks for your help,assertive
7674,this is B C WWW,assertive
7675,do you still provide the personal service of making reservations for WWW employees for air reservation,interrogative
7676,and this is for personal travel,interrogative
7677,airline reservations,assertive
7678,i actually am going to i think be buying a ticket for someone else,assertive
7679,and so i need to know some time periods,assertive
7680,can you help me with that,interrogative
7681,what um,interrogative
7682,this p... this will be from Traver City Michigan to SFO,assertive
7683,what date is it for,interrogative
7684,the 28th of August,assertive
7685,and i'd like an open return,assertive
7686,but it would probably be something like the uh 19th of September,assertive
7687,if you have open return,assertive
7688,you're not going to get the lowest fare,assertive
7689,the lowest require a confirmed return,assertive
7691,cos they're all subject to what days you're travelling,assertive
7692,and they have to be confirmed,assertive
7693,with an open return,assertive
7694,you would be paying as high as,assertive
7695,524 one way,assertive
7697,so you have to have a confirmed return to get the lowest fares,interrogative
7698,that 524 dollars one way,imperative
7699,one way,assertive
7700,and if it's confirmed,interrogative
7701,i ne... i need to know the dates days  of the week,assertive
7702,say  the 19th of September,assertive
7703,the lowest airfare would be 353 round trip,assertive
7704,that's a non-refundable non-changeable ticket,assertive
7705,you have to make the reservation er buy the ticket within 20 hours after reservations are made,assertive
7706,the very latest you can make reservations and buy tickets would be 14 days uh before departure,assertive
7707,and that would be subject to the fares being available,assertive
7709,that certaily a big difference in price  isn't it,interrogative
7710,it's real restrictive too,assertive
7711,so once you buy it,assertive
7712,they can't change anything on it,assertive
7713,you use it or lose it,assertive
7714,and there's nothing in between th... even with uh confirmed date that would allow for a cancellation at anytime before the,assertive
7715,not not on,assertive
7716,the only fare that allows you that is the 5 24,assertive
7717,so if you have,assertive
7718,there's a 25 percent penalty ticket,assertive
7719,but you still have to use it round trip,assertive
7720,you'd have to make your re... changes 7 days before the new date or pay a 500 dollar fare to come home,assertive
7721,so all all of the fares are real restrictive now today,assertive
7722,let me see what the 25 percent penalty ticket would be,assertive
7724,that's American or Northwest,assertive
7725,the two carriers service that,assertive
7726,and and it's the same no matter if if we changed to United,interrogative
7727,same same re...,assertive
